CustomerID,Age,Email,PhoneNumber,TransactionAmount,AccountBalance,TransactionType,Country,City,SignupDate,TransactionDate,Device,Browser,IsActive,LoginAttempts,FraudFlag,Income,CreditScore,LoanAmount,LoanStatus
10074,23,,1234567890,1411.6628532594816,24202.037781142022,Credit,UK,Mumbai,2020-10-20,2023-09-26,Mobile,Firefox,1,3,0,21502.438597842156,633,41087.282426911726,Pending
10075,15,invalid_email,,4885.060233458407,36325.535906198726,Credit,India,London,2022-11-22,2024-04-26,Tablet,Edge,0,2,0,89196.21995066201,339,14213.877384532792,Rejected
10076,22,test@company.com,invalid_phone,8370.374602475535,18573.354051249215,Debit,UK,Dallas,2023-08-15,2023-08-07,Mobile,Firefox,0,0,0,49060.68822842672,674,13187.309763841331,Approved
10077,77,user@gmail.com,,335.85330842130907,47193.32024564388,Credit,India,Dallas,2021-02-18,2023-11-15,Mobile,Safari,0,2,0,61612.102745922246,597,26069.884395133926,Pending
10078,25,user@gmail.com,,6923.041344180938,23571.97556948601,Credit,USA,London,2022-03-13,2023-08-26,Mobile,Edge,1,3,1,22814.667118319576,692,48388.60809649242,Pending
10079,22,test@company.com,,6370.637826355005,28131.909390354675,Credit,,NY,2021-03-06,2024-06-28,Desktop,Edge,1,4,1,117466.96250789068,317,46026.14888030426,Approved
10080,49,test@company.com,,8661.459494208304,41102.07199068422,Debit,India,Mumbai,2023-01-28,2023-10-12,Mobile,Chrome,1,5,0,143576.67084781217,826,17981.92408779909,Pending
10081,49,invalid_email,1234567890,2063.5493853225257,13037.041402487246,Debit,,Mumbai,2022-11-12,2023-02-06,Tablet,Firefox,1,1,0,48504.71524080074,431,38991.47530915221,Approved
10082,47,test@company.com,invalid_phone,4226.153516192811,2835.3034669029257,Credit,USA,Mumbai,2023-12-14,2023-04-13,Tablet,Firefox,1,1,1,64430.472716218224,589,46065.88820457287,Pending
10083,19,user@gmail.com,,9221.187431656932,35096.98289648661,Debit,India,Dallas,2023-12-18,2024-12-23,Mobile,Firefox,1,5,0,46836.419314882354,508,13046.323285880251,Approved
10084,55,user@gmail.com,invalid_phone,6429.93122642083,23633.60463296731,Credit,India,NY,2021-05-01,2024-03-05,Desktop,Chrome,0,4,0,140906.3262733987,626,41514.78248014699,Pending
10085,42,user@gmail.com,invalid_phone,3582.0683350467675,44721.71679890873,Credit,UK,Mumbai,2020-03-29,2024-10-15,Desktop,Chrome,1,0,0,21216.27582796548,802,13394.781345458829,Approved
10086,21,user@gmail.com,invalid_phone,879.8300199803189,49116.68248484414,Debit,India,Mumbai,2023-05-17,2023-08-27,Desktop,Edge,0,2,0,95902.09656783457,578,17164.106294360532,Approved
10087,26,user@gmail.com,,2256.092582956206,19354.57687931119,Credit,USA,Mumbai,2020-09-27,2024-10-06,Tablet,Firefox,0,4,1,133199.3149458795,681,9941.034542537707,Pending
10088,48,invalid_email,1234567890,5602.762513638525,20187.389829242704,Debit,,London,2022-06-18,2023-05-05,Desktop,Firefox,0,1,0,44219.932634995086,608,25353.989953635675,Approved
10089,47,user@gmail.com,,7040.763449385394,19806.09271249205,Debit,India,Mumbai,2023-11-30,2024-07-18,Desktop,Edge,1,0,1,96699.38787707068,576,42165.54471306206,Pending
10090,62,invalid_email,invalid_phone,806.4298119448815,15552.259596277232,Debit,USA,London,2020-10-04,2024-08-22,Mobile,Edge,1,8,0,26584.253632435037,375,26402.606871775613,Pending
10091,37,user@gmail.com,invalid_phone,5795.7712304625675,38866.04198608627,Credit,USA,Mumbai,2020-07-24,2024-09-01,Desktop,Edge,1,4,1,125896.06736381522,597,6172.000484654877,Pending
10092,76,,1234567890,5278.688427806886,37708.78388702711,Credit,India,Mumbai,2022-07-01,2024-08-29,Desktop,Safari,1,1,1,55675.78596048196,677,12588.796611358499,Approved
10093,51,,,4896.532190252435,23410.888398076768,Credit,UK,Mumbai,2020-11-23,2023-07-07,Desktop,Safari,1,9,1,148537.94423538388,732,28143.093364066946,Pending
10094,58,,invalid_phone,6746.2927356610835,1277.7220353238363,Credit,India,London,2022-05-07,2023-09-13,Mobile,Edge,0,3,0,139861.250663671,411,29159.37277852801,Approved
10095,49,,1234567890,8293.220748376349,14787.524377166745,Credit,India,Mumbai,2022-05-26,2024-08-07,Mobile,Chrome,0,2,0,115227.07609125282,371,28845.29517724349,Rejected
10096,79,invalid_email,invalid_phone,2891.391673357118,13907.455374296713,Credit,UK,NY,2022-05-11,2024-06-13,Desktop,Chrome,1,6,0,84589.54337829392,616,3850.174625310798,Rejected
10097,61,invalid_email,1234567890,8834.627996165074,40365.44955621318,Credit,USA,Mumbai,2020-12-01,2024-11-06,Tablet,Firefox,0,0,1,119656.58454191724,320,37684.794631737714,Rejected
10098,17,test@company.com,1234567890,1186.6529324947824,3466.354244224911,Debit,India,London,2021-08-28,2024-01-27,Tablet,Safari,0,9,0,36979.17618055908,487,45471.40994945033,Pending
10099,15,user@gmail.com,,1316.7506323872258,40089.44433117791,Credit,UK,London,2021-08-14,2024-10-19,Mobile,Safari,1,3,0,60325.95314984225,420,25525.947386494994,Approved
10100,19,,invalid_phone,2301.1066680512013,33128.36626215629,Credit,,NY,2022-11-27,2024-04-12,Desktop,Edge,0,6,1,23496.530514991417,641,35941.46433859314,Pending
10101,28,invalid_email,,755.0741302443171,36354.51441565291,Credit,,Dallas,2022-10-10,2023-09-10,Tablet,Edge,0,9,0,103853.20340926622,603,45700.77460182756,Approved
10102,41,user@gmail.com,invalid_phone,1918.3518591702145,21042.8725668362,Debit,UK,NY,2023-06-05,2024-11-02,Desktop,Edge,1,4,1,124719.89295059688,746,32131.137747400797,Rejected
10103,23,user@gmail.com,,617.3235104798682,33666.015596089666,Debit,USA,NY,2023-03-03,2024-07-14,Mobile,Edge,0,3,0,143017.1219567118,795,33716.28622155255,Rejected
10104,29,invalid_email,invalid_phone,8128.4003783466,30060.47618005271,Debit,UK,London,2021-12-08,2023-06-25,Tablet,Edge,1,3,1,109245.93405653136,820,36070.220669197726,Rejected
10105,56,,,959.1744148095581,38217.9899566601,Credit,USA,Mumbai,2022-09-04,2024-04-10,Mobile,Chrome,1,1,1,115171.8612289548,484,13025.122572703258,Pending
10106,65,test@company.com,1234567890,7346.624354378497,21785.261557880858,Debit,,Mumbai,2023-11-14,2024-07-30,Desktop,Chrome,1,7,1,136409.25117054366,631,29133.89373584137,Pending
10107,77,user@gmail.com,invalid_phone,3.095613090004292,23114.106869711424,Debit,India,Dallas,2021-02-28,2023-10-16,Mobile,Edge,0,3,1,141729.1437515564,875,42108.755727222815,Approved
10108,66,test@company.com,invalid_phone,9459.46343889611,31822.387359730827,Credit,UK,Dallas,2021-08-09,2023-02-19,Mobile,Chrome,0,1,1,83868.68148306175,649,14808.136513037534,Approved
10109,18,,1234567890,6967.180919041544,4511.952176985804,Credit,,Dallas,2022-03-16,2023-01-04,Mobile,Edge,0,8,1,34272.360662075655,619,44858.52497984301,Rejected
10110,37,,,-428.63623984582625,21248.466866580184,Credit,India,Dallas,2021-12-20,2024-09-22,Mobile,Edge,1,9,1,80634.25028338045,836,31019.0974882816,Pending
10111,29,test@company.com,invalid_phone,7520.493252102247,48569.493108250084,Debit,,NY,2023-12-21,2024-05-14,Tablet,Safari,0,6,0,92289.60217339767,711,21158.742571652812,Pending
10112,57,,invalid_phone,4897.860168044946,915.168323062326,Credit,UK,NY,2022-08-06,2024-11-06,Desktop,Chrome,0,2,1,102100.82028142072,455,31159.148070014646,Approved
10113,43,user@gmail.com,,7683.334288518758,15116.240866186085,Credit,UK,Mumbai,2021-10-16,2023-08-11,Tablet,Chrome,1,6,0,148606.99245020555,832,20092.99528445382,Approved
10114,50,test@company.com,1234567890,4986.2164933511785,15019.600773557908,Credit,India,NY,2021-04-18,2024-10-29,Desktop,Safari,1,0,0,139283.2179878002,801,41901.78009240873,Pending
10115,27,,,6230.761005171224,31306.670081024404,Credit,UK,Mumbai,2021-07-21,2023-09-19,Desktop,Chrome,1,0,0,71527.3463569447,785,24115.929003379853,Pending
10116,46,test@company.com,,7756.482381647926,4395.818330631135,Credit,,Mumbai,2023-10-16,2024-11-15,Desktop,Safari,0,3,1,34748.97921519228,453,45060.667987716835,Approved
10117,73,user@gmail.com,,3753.634573172495,31055.745574821918,Credit,India,Mumbai,2020-07-29,2024-06-18,Desktop,Firefox,1,3,0,47922.90776894723,367,25490.404042391325,Pending
10118,42,,invalid_phone,-471.56442688525306,3847.052273232591,Debit,India,Mumbai,2023-04-17,2024-01-11,Desktop,Chrome,0,3,1,42593.95096834467,791,33018.41948186936,Pending
10119,56,user@gmail.com,1234567890,8424.438207424479,3842.6360183348816,Credit,,London,2022-12-17,2023-03-02,Tablet,Edge,1,8,0,66281.65452936955,340,49887.22105034253,Rejected
10120,59,,1234567890,3499.348807558957,36137.351216612595,Debit,USA,Mumbai,2023-01-01,2023-12-22,Desktop,Safari,1,5,1,133943.60691288018,826,7348.292050427058,Pending
10121,76,invalid_email,,4708.448623174122,15530.893865472612,Debit,India,NY,2020-08-02,2024-10-07,Mobile,Edge,1,2,1,76935.9057993335,468,36836.45743667028,Pending
10122,71,,invalid_phone,-418.45025738332845,48848.57033340114,Credit,USA,NY,2022-06-18,2023-01-24,Tablet,Edge,1,5,0,93746.05828172143,411,6943.611395796678,Pending
10123,20,test@company.com,,4666.966108676029,904.9997582133014,Debit,,NY,2023-01-01,2023-10-20,Tablet,Chrome,0,1,1,43291.69372903293,762,41943.31828821981,Approved
10124,42,,invalid_phone,9858.11771650316,21700.439849617702,Debit,,NY,2021-04-11,2024-07-10,Desktop,Safari,0,1,0,84070.27652797155,351,29822.669058100582,Rejected
10125,42,user@gmail.com,invalid_phone,2421.810438597081,4769.932821375205,Debit,India,London,2023-07-18,2024-11-21,Mobile,Firefox,0,6,1,133571.60378203797,554,46907.97803032296,Approved
10126,58,user@gmail.com,invalid_phone,3651.8918375449703,16920.32730466354,Credit,UK,Dallas,2020-12-19,2023-12-22,Mobile,Edge,1,2,1,120550.22425734998,457,43297.830097243415,Rejected
10127,44,,invalid_phone,6715.494962921104,49909.34498106158,Debit,India,Dallas,2023-06-11,2024-07-28,Desktop,Edge,0,6,0,30554.793053872807,599,3743.6018734411714,Rejected
10128,76,test@company.com,1234567890,8055.333508998416,44330.96809866512,Debit,UK,Mumbai,2023-09-04,2023-01-29,Desktop,Firefox,1,2,1,132069.39493751497,726,6865.127083943045,Pending
10129,76,invalid_email,invalid_phone,3882.6120520640534,1464.5448516252422,Debit,USA,Mumbai,2022-11-08,2023-12-23,Mobile,Safari,1,1,0,55597.65266459045,606,30058.54643034126,Rejected
10130,15,test@company.com,invalid_phone,2751.5231392135715,27726.048035109852,Debit,UK,NY,2021-09-16,2023-12-31,Tablet,Chrome,0,3,0,106543.11241419576,398,25915.731997103743,Rejected
10131,41,invalid_email,,9347.170899843204,32038.937546046218,Credit,India,NY,2021-01-06,2024-08-30,Tablet,Edge,1,3,0,39029.77766855508,420,8428.256530672228,Pending
10132,76,user@gmail.com,,6610.022150052527,9686.265821456409,Credit,UK,Dallas,2020-07-02,2024-02-13,Desktop,Chrome,1,2,1,107703.76811115428,329,6467.96141358249,Pending
10133,17,test@company.com,1234567890,749.7236971779814,6400.384243218963,Debit,,Dallas,2023-07-24,2023-09-23,Tablet,Safari,0,8,0,24641.185751431232,529,28199.53917208066,Rejected
10134,41,invalid_email,,223.7427204138105,45123.43786794169,Credit,USA,NY,2021-11-04,2023-10-18,Tablet,Firefox,0,5,0,98083.81113912832,553,2446.077398749974,Approved
10135,23,,invalid_phone,4577.273433298875,48409.63851565221,Credit,,Mumbai,2022-01-24,2024-07-20,Mobile,Chrome,1,4,0,103972.22219897475,703,43686.765147671955,Rejected
10136,76,user@gmail.com,,1810.9456934963605,49586.535723301735,Debit,,London,2023-03-14,2023-06-02,Tablet,Safari,0,5,0,51784.572827678334,793,40354.14599013102,Approved
10137,51,,1234567890,2166.8399104506616,39277.85046046636,Credit,,London,2023-01-09,2023-08-07,Mobile,Chrome,1,7,1,141806.89166236238,330,39268.498585554466,Approved
10138,65,user@gmail.com,,8715.767877692406,32838.60553966811,Credit,,Dallas,2020-11-17,2023-06-22,Desktop,Chrome,0,4,1,25976.41033606233,461,799.8573520370534,Rejected
10139,58,test@company.com,,440.443255321262,16632.242861842893,Debit,UK,Dallas,2021-03-10,2024-08-30,Desktop,Edge,1,3,0,135922.21248204206,731,2382.047170636897,Approved
10140,38,test@company.com,1234567890,7011.323209903341,7741.313928562375,Debit,,Dallas,2022-12-02,2024-09-26,Mobile,Chrome,1,6,0,69646.67339352902,455,27491.95605753643,Rejected
10141,73,user@gmail.com,1234567890,2346.9936604961745,3028.0105676778167,Credit,UK,London,2023-08-29,2023-01-12,Mobile,Edge,1,4,0,112808.91642132576,622,49721.28444470889,Approved
10142,46,user@gmail.com,invalid_phone,7483.446324743446,34358.17089612609,Credit,,London,2020-10-19,2024-05-30,Desktop,Safari,0,3,0,104701.29555523161,490,17115.810048567586,Approved
10143,66,user@gmail.com,,7085.319536867218,39020.89417414727,Credit,India,NY,2021-11-18,2023-12-28,Mobile,Safari,0,4,0,41872.00808363942,475,17218.740820267198,Rejected
10144,76,test@company.com,invalid_phone,-422.3850348349232,41149.13627520398,Credit,,Mumbai,2022-06-06,2024-08-01,Desktop,Edge,1,3,0,61469.905826681636,816,6713.8983430991675,Pending
10145,72,invalid_email,,4845.921835676791,45602.01516849373,Debit,India,Dallas,2020-03-09,2024-10-18,Desktop,Firefox,0,7,1,88857.5525186294,823,33716.79018697507,Pending
10146,66,,,962.8545649694868,43876.40774555705,Debit,UK,NY,2020-02-25,2024-04-21,Desktop,Chrome,0,7,0,130046.33514999888,870,32333.834449700284,Rejected
10147,26,,invalid_phone,8595.383821076106,49986.804885162725,Debit,USA,London,2021-09-22,2024-07-30,Desktop,Safari,0,0,0,144131.80987161095,638,5066.120818957953,Rejected
